"sim_id" "eir" "access" "season" "seed" "model" "age" "nTreatments1" "nHost" "nPatent" "nUncomp" "nSevere" "expectedDirectDeaths" "expectedSevere" "expectedIndirectDeaths" "age_prev" "prevalence_2to10"
"e19a44z1s06m0000GP" 10 0.44 1 6 "0000GP" 60 7519 24571.9166666667 154754 22703 12 1.813089 12.97682 3.073406 0.524833566775079 0.267764017052382
"e19a44z1s06m0000GPSG" 10 0.44 1 6 "0000GPSG" 0.25 552 1308.41666666667 1415 1585 64 6.133434 64.88082 15.56712 0.0901216483026559 0.342282373846789
"e19a44z1s06m0000GPSG" 10 0.44 1 6 "0000GPSG" 0.75 769 703.666666666667 1710 1642 58 4.97864 49.11777 9.484676 0.202510658455708 0.342282373846789
"e19a44z1s06m0000GPSG" 10 0.44 1 6 "0000GPSG" 1.5 1709 1253.16666666667 3014 3084 102 8.047379 102.82409 10.73479 0.20042558850911 0.342282373846789
"e19a44z1s06m0000GPSG" 10 0.44 1 6 "0000GPSG" 3.5 5415 3576.16666666667 11461 10336 239 15.771216 243.2556 15.96503 0.267069021764459 0.342282373846789
"e19a44z1s06m0000GPSG" 10 0.44 1 6 "0000GPSG" 7.5 7115 5703.16666666667 28786 16437 140 9.574063 143.4916 9.87812 0.420614278617143 0.342282373846789
"e19a44z1s06m0000GPSG" 10 0.44 1 6 "0000GPSG" 12.5 4430 5378.58333333333 35178 12670 42 5.658822 37.0662 3.594801 0.545031994174426 0.342282373846789
"e19a44z1s06m0000GPSG" 10 0.44 1 6 "0000GPSG" 17.5 2297 4999.33333333333 36218 8099 13 2.010421 9.792926 1.346143 0.603713828510468 0.342282373846789
"e19a44z1s06m0000GPSG" 10 0.44 1 6 "0000GPSG" 60 4388 24839.5 163268 16275 7 1.031759 7.368686 1.405416 0.547743177868583 0.342282373846789
"e19a44z1s07m0000GA" 10 0.44 1 7 "0000GA" 0.25 412 1319.08333333333 1779 1207 38 4.73346 50.05802 9.913547 0.112388653736812 0.378579844724172
"e19a44z1s07m0000GA" 10 0.44 1 7 "0000GA" 0.75 706 710.25 1854 1510 47 5.361819 53.79246 9.224686 0.21752903907075 0.378579844724172
"e19a44z1s07m0000GA" 10 0.44 1 7 "0000GA" 1.5 1518 1268.58333333333 3457 3013 85 8.602763 88.29664 11.04339 0.227090586612363 0.378579844724172
"e19a44z1s07m0000GA" 10 0.44 1 7 "0000GA" 3.5 4653 3643.16666666667 13687 9793 128 11.508217 146.826 15.21507 0.313074706070726 0.378579844724172
"e19a44z1s07m0000GA" 10 0.44 1 7 "0000GA" 7.5 6108 5788.08333333333 31465 15026 79 6.705407 89.63423 9.29969 0.453014095051615 0.378579844724172
"e19a44z1s07m0000GA" 10 0.44 1 7 "0000GA" 12.5 3749 5434.83333333333 36466 11404 25 3.812272 26.48531 3.357112 0.559140114692263 0.378579844724172
"e19a44z1s07m0000GA" 10 0.44 1 7 "0000GA" 17.5 2137 5015.08333333333 36468 7423 4 0.720474 8.510878 1.294989 0.605971984513385 0.378579844724172
"e19a44z1s07m0000GA" 10 0.44 1 7 "0000GA" 60 3819 24884.5833333333 164817 14428 5 0.931329 7.739485 1.38713 0.551938114294325 0.378579844724172
"e19a44z1s07m0000GP" 10 0.44 1 7 "0000GP" 0.25 541 1307.91666666667 1050 1562 78 8.06726 67.33192 16.61614 0.0669002867155145 0.270080579840026
"e19a44z1s07m0000GP" 10 0.44 1 7 "0000GP" 0.75 758 706.916666666667 1411 1749 51 4.531913 53.3491 12.012568 0.166332665330661 0.270080579840026
"e19a44z1s07m0000GP" 10 0.44 1 7 "0000GP" 1.5 1759 1249 2604 3320 89 7.678755 92.02493 14.55735 0.173738991192954 0.270080579840026
"e19a44z1s07m0000GP" 10 0.44 1 7 "0000GP" 3.5 5987 3529.16666666667 8889 10971 229 14.604579 220.1594 22.61585 0.209893742621015 0.270080579840026
"e19a44z1s07m0000GP" 10 0.44 1 7 "0000GP" 7.5 8586 5579.91666666667 22078 18858 93 6.696398 125.00488 15.40813 0.329724159560328 0.270080579840026
"e19a44z1s07m0000GP" 10 0.44 1 7 "0000GP" 12.5 5172 5314.75 31484 14697 41 5.218746 31.9482 5.581403 0.493657588158741 0.270080579840026
"e19a44z1s07m0000GP" 10 0.44 1 7 "0000GP" 17.5 2954 4944.25 32936 9259 10 1.475985 10.233023 2.175307 0.555122954273483 0.270080579840026
"e19a44z1s07m0000GP" 10 0.44 1 7 "0000GP" 60 7827 24549 154636 23147 9 1.369871 13.24417 3.133702 0.524922943229188 0.270080579840026
"e19a44z1s07m0000GPSG" 10 0.44 1 7 "0000GPSG" 0.25 531 1310.5 1525 1615 63 6.243902 67.66581 16.14688 0.0969731654584764 0.339514168710245
"e19a44z1s07m0000GPSG" 10 0.44 1 7 "0000GPSG" 0.75 806 701.666666666667 1636 1647 49 4.479322 47.71832 9.321316 0.194299287410926 0.339514168710245
"e19a44z1s07m0000GPSG" 10 0.44 1 7 "0000GPSG" 1.5 1714 1253.91666666667 2779 3147 80 6.427302 100.3947 10.70152 0.184687977669967 0.339514168710245
"e19a44z1s07m0000GPSG" 10 0.44 1 7 "0000GPSG" 3.5 5253 3590.33333333333 11670 10185 272 18.15224 252.599 15.98162 0.270866214836134 0.339514168710245
"e19a44z1s07m0000GPSG" 10 0.44 1 7 "0000GPSG" 7.5 7258 5688.75 28464 16219 162 11.672259 144.4153 9.904202 0.416963304768183 0.339514168710245
"e19a44z1s07m0000GPSG" 10 0.44 1 7 "0000GPSG" 12.5 4343 5386.5 35895 12514 20 2.552512 35.21905 3.481093 0.555323493919985 0.339514168710245
"e19a44z1s07m0000GPSG" 10 0.44 1 7 "0000GPSG" 17.5 2388 4992.83333333333 35936 8108 13 1.865753 9.632766 1.335472 0.599793036685916 0.339514168710245
"e19a44z1s07m0000GPSG" 10 0.44 1 7 "0000GPSG" 60 4215 24852.1666666667 164999 15773 8 1.175286 7.23771 1.382458 0.55326832670525 0.339514168710245
"e19a44z1s08m0000GA" 10 0.44 1 8 "0000GA" 0.25 384 1320.66666666667 1808 1162 51 6.382352 50.07668 9.916566 0.114083796062595 0.373349043826606
"e19a44z1s08m0000GA" 10 0.44 1 8 "0000GA" 0.75 692 711.833333333333 1963 1543 49 5.439316 55.33242 9.490417 0.229805666120347 0.373349043826606
"e19a44z1s08m0000GA" 10 0.44 1 8 "0000GA" 1.5 1511 1268.66666666667 3434 3006 93 9.456684 84.47156 10.711256 0.225564897530215 0.373349043826606
"e19a44z1s08m0000GA" 10 0.44 1 8 "0000GA" 3.5 4634 3647.25 13544 9649 136 11.249737 151.7519 15.17657 0.309456896748692 0.373349043826606
"e19a44z1s08m0000GA" 10 0.44 1 8 "0000GA" 7.5 5993 5797.58333333333 31020 14740 88 7.782654 87.67657 9.073283 0.445875436604332 0.373349043826606
"e19a44z1s08m0000GA" 10 0.44 1 8 "0000GA" 12.5 3680 5443.41666666667 36576 11238 23 3.816098 25.99197 3.260912 0.559942438113317 0.373349043826606
"e19a44z1s08m0000GA" 10 0.44 1 8 "0000GA" 17.5 2107 5017.75 36595 7253 5 0.901818 8.503229 1.2956789 0.607759121784332 0.373349043826606
"e19a44z1s08m0000GA" 10 0.44 1 8 "0000GA" 60 3913 24877.6666666667 164185 14507 9 1.488144 7.663976 1.376101 0.54997454209264 0.373349043826606
"e19a44z1s08m0000GP" 10 0.44 1 8 "0000GP" 0.25 543 1308.91666666667 991 1516 80 8.206306 66.01389 16.28711 0.0630928885210416 0.269284169641659
"e19a44z1s08m0000GP" 10 0.44 1 8 "0000GP" 0.75 777 704.083333333333 1367 1758 51 4.4619621 52.42606 11.86411 0.161794295182862 0.269284169641659
"e19a44z1s08m0000GP" 10 0.44 1 8 "0000GP" 1.5 1790 1246.33333333333 2548 3377 105 8.771553 95.89157 14.86998 0.170366408130516 0.269284169641659
"e19a44z1s08m0000GP" 10 0.44 1 8 "0000GP" 3.5 5974 3530.25 8597 11064 228 14.84445 219.7081 22.71823 0.202936524797583 0.269284169641659
"e19a44z1s08m0000GP" 10 0.44 1 8 "0000GP" 7.5 8491 5586.25 22341 18823 127 9.222475 124.81854 15.43305 0.333273663011859 0.269284169641659
"e19a44z1s08m0000GP" 10 0.44 1 8 "0000GP" 12.5 5190 5314.58333333333 31355 14679 32 4.120741 31.38371 5.523753 0.491650333202666 0.269284169641659
"e19a44z1s08m0000GP" 10 0.44 1 8 "0000GP" 17.5 2904 4948.08333333333 33440 9233 9 1.329029 10.013434 2.148238 0.563181029691631 0.269284169641659
"e19a44z1s08m0000GP" 10 0.44 1 8 "0000GP" 60 7612 24565.0833333333 153565 22857 14 2.424712 13.23916 3.138611 0.5209460582602 0.269284169641659
"e19a44z1s08m0000GPSG" 10 0.44 1 8 "0000GPSG" 0.25 515 1309.66666666667 1560 1596 64 6.683344 64.94407 15.6161 0.0992618987019598 0.339081648710332
"e19a44z1s08m0000GPSG" 10 0.44 1 8 "0000GPSG" 0.75 801 704.166666666667 1618 1644 49 3.7247518 51.06778 9.744445 0.191479289940828 0.339081648710332
"e19a44z1s08m0000GPSG" 10 0.44 1 8 "0000GPSG" 1.5 1768 1249 2718 3146 83 6.727595 102.40351 10.875457 0.181345076060849 0.339081648710332
"e19a44z1s08m0000GPSG" 10 0.44 1 8 "0000GPSG" 3.5 5399 3577.75 11493 10346 246 15.512911 250.2698 16.11906 0.267696177765355 0.339081648710332
"e19a44z1s08m0000GPSG" 10 0.44 1 8 "0000GPSG" 7.5 7125 5700 28622 16338 146 10.315181 142.9332 9.961967 0.418450292397661 0.339081648710332
"e19a44z1s08m0000GPSG" 10 0.44 1 8 "0000GPSG" 12.5 4462 5373.5 35361 12824 42 5.077583 37.37569 3.644098 0.548385595980274 0.339081648710332
"e19a44z1s08m0000GPSG" 10 0.44 1 8 "0000GPSG" 17.5 2453 4985 35828 8354 16 2.581295 10.290205 1.399557 0.598930123704447 0.339081648710332
"e19a44z1s08m0000GPSG" 10 0.44 1 8 "0000GPSG" 60 4261 24849.3333333333 163732 15920 7 1.032098 7.267131 1.378684 0.549082470354671 0.339081648710332
"e19a44z1s09m0000GA" 10 0.44 1 9 "0000GA" 0.25 418 1318.66666666667 1796 1220 41 5.202733 50.43336 10.01993 0.113498483316481 0.375744326617009
"e19a44z1s09m0000GA" 10 0.44 1 9 "0000GA" 0.75 710 710.416666666667 1946 1557 59 6.623522 53.29779 9.205495 0.228269794721408 0.375744326617009
"e19a44z1s09m0000GA" 10 0.44 1 9 "0000GA" 1.5 1541 1268.75 3476 2978 81 9.060445 86.85562 10.80689 0.228308702791461 0.375744326617009
"e19a44z1s09m0000GA" 10 0.44 1 9 "0000GA" 3.5 4654 3639.16666666667 13485 9828 152 13.070864 153.0533 15.36391 0.308793221891459 0.375744326617009
"e19a44z1s09m0000GA" 10 0.44 1 9 "0000GA" 7.5 6099 5791 31280 14887 83 7.430584 88.81453 9.209905 0.450123755252403 0.375744326617009
"e19a44z1s09m0000GA" 10 0.44 1 9 "0000GA" 12.5 3624 5446.08333333333 37198 11159 26 4.190759 25.74106 3.263124 0.569185806313406 0.375744326617009
"e19a44z1s09m0000GA" 10 0.44 1 9 "0000GA" 17.5 2013 5024 36781 7230 6 1.082586 8.301482 1.2702921 0.610088243099788 0.375744326617009
"e19a44z1s09m0000GA" 10 0.44 1 9 "0000GA" 60 3943 24876.5 164132 14537 6 1.1167 7.74581 1.390834 0.549822791255469 0.375744326617009
"e19a44z1s09m0000GP" 10 0.44 1 9 "0000GP" 0.25 527 1309.5 1058 1506 55 5.72461 64.5383 15.96481 0.0673284968817615 0.271463906073937
"e19a44z1s09m0000GP" 10 0.44 1 9 "0000GP" 0.75 732 708.583333333333 1353 1667 52 4.597014 51.84322 11.554156 0.159120310478655 0.271463906073937
"e19a44z1s09m0000GP" 10 0.44 1 9 "0000GP" 1.5 1748 1251.5 2588 3308 93 7.877094 86.2201 14.0548 0.172326541483553 0.271463906073937
"e19a44z1s09m0000GP" 10 0.44 1 9 "0000GP" 3.5 5950 3530.33333333333 8685 10957 227 14.60415 214.4354 22.66664 0.205008969880087 0.271463906073937
"e19a44z1s09m0000GP" 10 0.44 1 9 "0000GP" 7.5 8643 5575.33333333333 22466 19115 140 9.756419 127.43002 15.65953 0.335794571326079 0.271463906073937
"e19a44z1s09m0000GP" 10 0.44 1 9 "0000GP" 12.5 5307 5304.33333333333 30613 14570 28 3.604305 30.93338 5.452798 0.480943253943317 0.271463906073937
"e19a44z1s09m0000GP" 10 0.44 1 9 "0000GP" 17.5 2998 4940.08333333333 32618 9416 17 2.5122 10.431115 2.231714 0.550226885511378 0.271463906073937
"e19a44z1s09m0000GP" 10 0.44 1 9 "0000GP" 60 7720 24557.25 153363 22821 15 2.29616 13.15704 3.114704 0.520426757882092 0.271463906073937
"e19a44z1s09m0000GPSG" 10 0.44 1 9 "0000GPSG" 0.25 552 1308.83333333333 1449 1543 72 7.316106 63.65731 15.25856 0.0922577358971094 0.334107258896057
"e19a44z1s09m0000GPSG" 10 0.44 1 9 "0000GPSG" 0.75 808 701.583333333333 1475 1637 49 4.4117274 49.24658 9.335123 0.175198954745219 0.334107258896057
"e19a44z1s09m0000GPSG" 10 0.44 1 9 "0000GPSG" 1.5 1791 1245.5 2929 3275 94 7.885401 109.21432 11.441295 0.195972166465944 0.334107258896057
"e19a44z1s09m0000GPSG" 10 0.44 1 9 "0000GPSG" 3.5 5455 3573.33333333333 11153 10315 230 14.804903 237.6577 15.80428 0.260097947761194 0.334107258896057
"e19a44z1s09m0000GPSG" 10 0.44 1 9 "0000GPSG" 7.5 7201 5695.08333333333 28071 16267 111 8.007699 143.3534 9.916828 0.41074903791282 0.334107258896057
"e19a44z1s09m0000GPSG" 10 0.44 1 9 "0000GPSG" 12.5 4490 5373.25 35352 12429 27 3.592418 35.60522 3.508417 0.548271530265668 0.334107258896057
"e19a44z1s09m0000GPSG" 10 0.44 1 9 "0000GPSG" 17.5 2363 4993.75 36010 8123 11 1.723107 9.912381 1.343052 0.600917813934084 0.334107258896057
"e19a44z1s09m0000GPSG" 10 0.44 1 9 "0000GPSG" 60 4404 24837 163842 16200 8 1.186242 7.449697 1.418128 0.549724201795708 0.334107258896057
"e19a44z1s10m0000GA" 10 0.44 1 10 "0000GA" 0.25 384 1321 1726 1172 49 5.754986 49.9816 9.904755 0.108882159979813 0.377972364453179
"e19a44z1s10m0000GA" 10 0.44 1 10 "0000GA" 0.75 707 711.583333333333 1951 1511 46 5.646633 54.73142 9.359477 0.228481086778311 0.377972364453179
"e19a44z1s10m0000GA" 10 0.44 1 10 "0000GA" 1.5 1551 1267.41666666667 3408 3052 77 7.868223 86.92307 10.868723 0.224077848642251 0.377972364453179
"e19a44z1s10m0000GA" 10 0.44 1 10 "0000GA" 3.5 4643 3643.33333333333 13428 9692 147 11.883822 152.483 15.38266 0.307136322049405 0.377972364453179
"e19a44z1s10m0000GA" 10 0.44 1 10 "0000GA" 7.5 5888 5806.25 31773 14922 78 6.89052 89.08416 9.229904 0.456017222820237 0.377972364453179
"e19a44z1s10m0000GA" 10 0.44 1 10 "0000GA" 12.5 3583 5451.5 37274 11176 28 4.246622 25.49507 3.246664 0.569782017181815 0.377972364453179
"e19a44z1s10m0000GA" 10 0.44 1 10 "0000GA" 17.5 2022 5023.41666666667 36728 7236 5 0.899787 8.385092 1.288884 0.609279872596672 0.377972364453179
"e19a44z1s10m0000GA" 10 0.44 1 10 "0000GA" 60 3831 24885.6666666667 163047 14579 7 1.299845 7.642979 1.374775 0.545986980457291 0.377972364453179
"e19a44z1s10m0000GP" 10 0.44 1 10 "0000GP" 0.25 529 1310.08333333333 1011 1526 57 5.7497143 65.86503 16.17434 0.0643088862031677 0.270479388840444
"e19a44z1s10m0000GP" 10 0.44 1 10 "0000GP" 0.75 745 706.333333333333 1441 1632 53 5.101973 49.02433 10.941402 0.170009438414346 0.270479388840444
"e19a44z1s10m0000GP" 10 0.44 1 10 "0000GP" 1.5 1752 1252.75 2463 3329 73 5.551598 89.91549 14.41591 0.163839552983436 0.270479388840444
"e19a44z1s10m0000GP" 10 0.44 1 10 "0000GP" 3.5 6007 3527.58333333333 8559 11057 199 14.026605 227.0405 23.15564 0.202192246816754 0.270479388840444
"e19a44z1s10m0000GP" 10 0.44 1 10 "0000GP" 7.5 8447 5590.16666666667 22638 18867 118 8.275831 123.13648 15.37395 0.337467576995319 0.270479388840444
"e19a44z1s10m0000GP" 10 0.44 1 10 "0000GP" 12.5 5252 5309.41666666667 31184 14576 23 3.134937 31.46575 5.517004 0.48944485426836 0.270479388840444
"e19a44z1s10m0000GP" 10 0.44 1 10 "0000GP" 17.5 2832 4952.91666666667 33384 9213 9 1.325801 10.163765 2.176906 0.561689240346597 0.270479388840444
"e19a44z1s10m0000GP" 10 0.44 1 10 "0000GP" 60 7619 24567.25 154254 22869 12 1.820606 13.03904 3.089623 0.523237236564939 0.270479388840444
"e19a44z1s10m0000GPSG" 10 0.44 1 10 "0000GPSG" 0.25 564 1306.41666666667 1499 1569 66 6.559529 64.73645 15.48188 0.0956177840147987 0.334303448711298
"e19a44z1s10m0000GPSG" 10 0.44 1 10 "0000GPSG" 0.75 750 707.833333333333 1526 1579 47 4.2946767 46.53267 9.074861 0.179656227925595 0.334303448711298
"e19a44z1s10m0000GPSG" 10 0.44 1 10 "0000GPSG" 1.5 1715 1251.5 2821 3158 73 5.947613 101.03849 10.740704 0.187841257158077 0.334303448711298
"e19a44z1s10m0000GPSG" 10 0.44 1 10 "0000GPSG" 3.5 5294 3587.08333333333 11370 10099 241 15.322697 231.4998 15.36443 0.26414217679173 0.334303448711298
"e19a44z1s10m0000GPSG" 10 0.44 1 10 "0000GPSG" 7.5 7260 5689.41666666667 28043 16430 125 8.993583 144.6504 9.994336 0.410748026306153 0.334303448711298
"e19a44z1s10m0000GPSG" 10 0.44 1 10 "0000GPSG" 12.5 4547 5367.91666666667 34909 12547 36 4.773991 36.73163 3.575678 0.541938989365831 0.334303448711298
"e19a44z1s10m0000GPSG" 10 0.44 1 10 "0000GPSG" 17.5 2409 4990.91666666667 36297 8224 16 2.297014 10.088689 1.367129 0.606050992636623 0.334303448711298
"e19a44z1s10m0000GPSG" 10 0.44 1 10 "0000GPSG" 60 4484 24831.4166666667 165887 16227 4 0.586867 7.505618 1.429569 0.55671075284334 0.334303448711298
"e20a44z1s01m0000GA" 12 0.44 1 1 "0000GA" 0.25 395 1320.08333333333 2136 1373 55 6.356983 58.52037 11.608054 0.134839972223976 0.416098595332274
"e20a44z1s01m0000GA" 12 0.44 1 1 "0000GA" 0.75 775 705.25 2139 1653 60 6.876676 57.91927 9.968979 0.252747252747253 0.416098595332274
"e20a44z1s01m0000GA" 12 0.44 1 1 "0000GA" 1.5 1676 1255.41666666667 3739 3306 95 9.652226 95.03132 11.825153 0.248191171589778 0.416098595332274
"e20a44z1s01m0000GA" 12 0.44 1 1 "0000GA" 3.5 4982 3614.83333333333 15085 10495 159 12.733924 156.1417 16.44754 0.347756927474757 0.416098595332274
"e20a44z1s01m0000GA" 12 0.44 1 1 "0000GA" 7.5 5995 5797.08333333333 34440 15221 83 7.424794 81.88763 9.101584 0.49507654711421 0.416098595332274
"e20a44z1s01m0000GA" 12 0.44 1 1 "0000GA" 12.5 3415 5465.91666666667 39493 10872 19 3.132321 22.16916 3.027565 0.602110045585522 0.416098595332274
"e20a44z1s01m0000GA" 12 0.44 1 1 "0000GA" 17.5 1765 5042.91666666667 38318 6587 4 0.721753 6.958578 1.1271293 0.633198380566802 0.416098595332274
"e20a44z1s01m0000GA" 12 0.44 1 1 "0000GA" 60 3580 24906.6666666667 164125 13372 7 1.313257 6.847226 1.2577073 0.549133431477516 0.416098595332274
"e20a44z1s01m0000GP" 12 0.44 1 1 "0000GP" 0.25 575 1306.41666666667 1219 1718 70 7.406751 75.38158 18.59151 0.0777572239586656 0.31588371490991
"e20a44z1s01m0000GP" 12 0.44 1 1 "0000GP" 0.75 855 698.666666666667 1614 1897 64 5.650281 57.26713 12.95131 0.192509541984733 0.31588371490991
"e20a44z1s01m0000GP" 12 0.44 1 1 "0000GP" 1.5 1988 1235.41666666667 2900 3804 86 6.929599 101.40949 16.18699 0.195615514333895 0.31588371490991
"e20a44z1s01m0000GP" 12 0.44 1 1 "0000GP" 3.5 6602 3472.25 10001 12360 210 13.407699 224.8996 25.15117 0.240022079823361 0.31588371490991
"e20a44z1s01m0000GP" 12 0.44 1 1 "0000GP" 7.5 8565 5580.41666666667 26097 19851 125 9.175453 114.94931 15.68311 0.389711043082207 0.31588371490991
"e20a44z1s01m0000GP" 12 0.44 1 1 "0000GP" 12.5 4865 5341.83333333333 34694 14144 21 2.957318 26.65988 5.12015 0.541231162834233 0.31588371490991
"e20a44z1s01m0000GP" 12 0.44 1 1 "0000GP" 17.5 2731 4962.25 34781 8573 12 1.769225 9.166678 2.049702 0.584093237274758 0.31588371490991
"e20a44z1s01m0000GP" 12 0.44 1 1 "0000GP" 60 7322 24587.5 157940 21791 14 2.140934 12.226257 2.930989 0.535299101847145 0.31588371490991
"e20a44z1s01m0000GPSG" 12 0.44 1 1 "0000GPSG" 0.25 641 1301.08333333333 1622 1748 73 7.166927 72.0786 17.25413 0.103887785819509 0.379679230895983
"e20a44z1s01m0000GPSG" 12 0.44 1 1 "0000GPSG" 0.75 870 697.916666666667 1671 1772 40 3.71826 51.53558 9.997517 0.199522388059701 0.379679230895983
"e20a44z1s01m0000GPSG" 12 0.44 1 1 "0000GPSG" 1.5 1935 1234 3160 3616 120 9.216936 114.29562 12.447216 0.213398163155051 0.379679230895983
"e20a44z1s01m0000GPSG" 12 0.44 1 1 "0000GPSG" 3.5 5736 3545.83333333333 12810 11022 228 14.482717 238.6645 16.75293 0.301057579318449 0.379679230895983
"e20a44z1s01m0000GPSG" 12 0.44 1 1 "0000GPSG" 7.5 7219 5691.5 31739 16888 133 8.957147 130.3245 9.890812 0.464713461594776 0.379679230895983
"e20a44z1s01m0000GPSG" 12 0.44 1 1 "0000GPSG" 12.5 3986 5415.66666666667 38137 12014 21 2.777271 29.39657 3.215892 0.586831415030467 0.379679230895983
"e20a44z1s01m0000GPSG" 12 0.44 1 1 "0000GPSG" 17.5 2023 5022.75 37681 7479 5 0.717736 7.663281 1.1793237 0.625172133459426 0.379679230895983
"e20a44z1s01m0000GPSG" 12 0.44 1 1 "0000GPSG" 60 3953 24875 166187 14928 6 0.883101 6.368028 1.276127 0.556740368509213 0.379679230895983
"e20a44z1s02m0000GA" 12 0.44 1 2 "0000GA" 0.25 479 1313.75 2064 1383 64 7.628979 59.64292 11.819118 0.130922930542341 0.412058451487126
"e20a44z1s02m0000GA" 12 0.44 1 2 "0000GA" 0.75 707 711.083333333333 2255 1667 60 7.223254 59.3337 10.15997 0.264268135474042 0.412058451487126
"e20a44z1s02m0000GA" 12 0.44 1 2 "0000GA" 1.5 1705 1253.5 3885 3380 97 9.565677 97.4982 12.212847 0.258276824890307 0.412058451487126
"e20a44z1s02m0000GA" 12 0.44 1 2 "0000GA" 3.5 4793 3629.08333333333 15002 10382 165 13.617037 154.7176 16.16079 0.344485522055616 0.412058451487126
"e20a44z1s02m0000GA" 12 0.44 1 2 "0000GA" 7.5 5894 5806.41666666667 33967 15250 87 7.961907 83.27423 9.158854 0.487492285833202 0.412058451487126
"e20a44z1s02m0000GA" 12 0.44 1 2 "0000GA" 12.5 3389 5467.5 39197 10949 23 3.717048 22.7621 3.082209 0.597424173144338 0.412058451487126
"e20a44z1s02m0000GA" 12 0.44 1 2 "0000GA" 17.5 1769 5043.66666666667 38207 6624 6 1.080247 7.080054 1.1302711 0.631270239904831 0.412058451487126
"e20a44z1s02m0000GA" 12 0.44 1 2 "0000GA" 60 3482 24914.5 165070 13156 10 1.842877 6.822458 1.2510825 0.552121589168289 0.412058451487126
"e20a44z1s02m0000GP" 12 0.44 1 2 "0000GP" 0.25 618 1303.16666666667 1174 1754 72 7.480277 76.49314 18.88649 0.0750735388157053 0.317597851134814
"e20a44z1s02m0000GP" 12 0.44 1 2 "0000GP" 0.75 813 701.083333333333 1628 1878 50 4.8428696 55.46394 12.338726 0.193510043979555 0.317597851134814
"e20a44z1s02m0000GP" 12 0.44 1 2 "0000GP" 1.5 1984 1235.33333333333 2924 3850 90 7.237304 102.94003 16.65904 0.197247706422018 0.317597851134814
"e20a44z1s02m0000GP" 12 0.44 1 2 "0000GP" 3.5 6558 3478.5 10273 12225 240 15.710812 221.5789 24.93423 0.246107038474438 0.317597851134814
"e20a44z1s02m0000GP" 12 0.44 1 2 "0000GP" 7.5 8696 5568.33333333333 25990 19884 128 8.567746 114.88638 15.69661 0.38895540257408 0.317597851134814
"e20a44z1s02m0000GP" 12 0.44 1 2 "0000GP" 12.5 4709 5352.58333333333 34712 13957 26 3.324324 26.3546 5.024419 0.540424405660818 0.317597851134814
"e20a44z1s02m0000GP" 12 0.44 1 2 "0000GP" 17.5 2558 4977.83333333333 35126 8402 6 0.887111 8.756096 1.952691 0.588040312050089 0.317597851134814
"e20a44z1s02m0000GP" 12 0.44 1 2 "0000GP" 60 7303 24589 157927 21692 15 2.298073 12.399826 2.969584 0.535222389415321 0.317597851134814
"e20a44z1s02m0000GPSG" 12 0.44 1 2 "0000GPSG" 0.25 630 1302.16666666667 1693 1760 64 6.662075 72.731 17.36915 0.108345065915781 0.376630291879441
"e20a44z1s02m0000GPSG" 12 0.44 1 2 "0000GPSG" 0.75 889 694.75 1757 1879 46 4.2491159 57.92198 11.049984 0.210747271200672 0.376630291879441
"e20a44z1s02m0000GPSG" 12 0.44 1 2 "0000GPSG" 1.5 1929 1236.25 3261 3530 101 7.818413 108.4351 12.138948 0.219817997977755 0.376630291879441
"e20a44z1s02m0000GPSG" 12 0.44 1 2 "0000GPSG" 3.5 5703 3554.16666666667 13004 11148 245 15.52044 238.821 16.8944 0.304900351699883 0.376630291879441
"e20a44z1s02m0000GPSG" 12 0.44 1 2 "0000GPSG" 7.5 7346 5683.58333333333 31073 16986 125 8.21757 130.2363 9.964402 0.455595794906382 0.376630291879441
"e20a44z1s02m0000GPSG" 12 0.44 1 2 "0000GPSG" 12.5 4111 5403.75 37641 12451 27 3.845655 30.31284 3.375042 0.580476520934536 0.376630291879441
"e20a44z1s02m0000GPSG" 12 0.44 1 2 "0000GPSG" 17.5 2109 5016 37319 7535 11 1.722253 7.867889 1.2000678 0.619999335459862 0.376630291879441
"e20a44z1s02m0000GPSG" 12 0.44 1 2 "0000GPSG" 60 4025 24867 166548 14764 8 1.182917 6.323055 1.2687925 0.558129247597217 0.376630291879441
"e20a44z1s03m0000GA" 12 0.44 1 3 "0000GA" 0.25 451 1315.58333333333 2017 1248 58 7.104409 53.71546 10.638855 0.127763349591436 0.419921630781418
"e20a44z1s03m0000GA" 12 0.44 1 3 "0000GA" 0.75 787 704.416666666667 2063 1656 57 6.31464 56.90685 9.804434 0.244055364959186 0.419921630781418
"e20a44z1s03m0000GA" 12 0.44 1 3 "0000GA" 1.5 1671 1255.66666666667 3847 3329 90 9.56698 94.2626 11.903075 0.255309264666844 0.419921630781418
"e20a44z1s03m0000GA" 12 0.44 1 3 "0000GA" 3.5 4932 3620.91666666667 15317 10360 148 12.897755 149.5884 15.76486 0.3525120250397 0.419921630781418
"e20a44z1s03m0000GA" 12 0.44 1 3 "0000GA" 7.5 5986 5798.08333333333 34626 15290 93 8.447246 83.97683 9.253633 0.497664458082412 0.419921630781418
"e20a44z1s03m0000GA" 12 0.44 1 3 "0000GA" 12.5 3459 5460.75 38775 10980 17 2.996071 22.42276 3.070658 0.59172274870668 0.419921630781418
"e20a44z1s03m0000GA" 12 0.44 1 3 "0000GA" 17.5 1838 5038.66666666667 37784 6737 12 1.977388 7.059114 1.1401479 0.624900767398783 0.419921630781418
