"sim_id" "eir" "access" "season" "seed" "model" "age" "nTreatments1" "nHost" "nPatent" "nUncomp" "nSevere" "expectedDirectDeaths" "expectedSevere" "expectedIndirectDeaths" "age_prev" "prevalence_2to10"
"e37a44z1s04m0000GPSG" 150 0.44 1 4 "0000GPSG" 0.75 1825 611.333333333333 4680 4008 107 10.274015 112.80689 22.82963 0.637949836423119 0.750250685469535
"e37a44z1s04m0000GPSG" 150 0.44 1 4 "0000GPSG" 1.5 3350 1108.66666666667 8929 7100 142 11.273041 144.5992 22.05086 0.671151533373421 0.750250685469535
"e37a44z1s04m0000GPSG" 150 0.44 1 4 "0000GPSG" 3.5 5925 3522.83333333333 31684 15709 131 9.251412 129.6741 19.12305 0.749491413161754 0.750250685469535
"e37a44z1s04m0000GPSG" 150 0.44 1 4 "0000GPSG" 7.5 3042 6047.41666666667 55529 10950 28 1.8369753 21.78641 4.281749 0.765188992545026 0.750250685469535
"e37a44z1s04m0000GPSG" 150 0.44 1 4 "0000GPSG" 12.5 1122 5654.08333333333 48799 4324 2 0.238395 4.031711 0.9134597 0.719229465430589 0.750250685469535
"e37a44z1s04m0000GPSG" 150 0.44 1 4 "0000GPSG" 17.5 616 5139.16666666667 42033 2401 0 0 1.515314 0.3549643 0.681579374087887 0.750250685469535
"e37a44z1s04m0000GPSG" 150 0.44 1 4 "0000GPSG" 60 1880 25046.9166666667 168400 6996 4 0.584638 2.394707 0.5695354 0.560281871022049 0.750250685469535
"e37a44z1s05m0000GA" 150 0.44 1 5 "0000GA" 0.25 976 1277 5740 3111 121 15.254345 135.1282 26.81325 0.374575828765335 0.759677477183018
"e37a44z1s05m0000GA" 150 0.44 1 5 "0000GA" 0.75 1646 631.333333333333 5236 3658 111 12.292763 116.47496 20.8261 0.691129883843717 0.759677477183018
"e37a44z1s05m0000GA" 150 0.44 1 5 "0000GA" 1.5 3008 1139.16666666667 9698 6739 136 14.446667 140.4699 21.78931 0.709436722750549 0.759677477183018
"e37a44z1s05m0000GA" 150 0.44 1 5 "0000GA" 3.5 4957 3609.83333333333 33452 14263 93 8.624236 111.56112 17.74541 0.772242485802669 0.759677477183018
"e37a44z1s05m0000GA" 150 0.44 1 5 "0000GA" 7.5 2546 6088.41666666667 55645 9660 22 1.9880526 22.2734 4.069346 0.761623848564898 0.759677477183018
"e37a44z1s05m0000GA" 150 0.44 1 5 "0000GA" 12.5 1016 5665.08333333333 47591 4019 2 0.294661 4.620256 0.8951994 0.700063252967741 0.759677477183018
"e37a44z1s05m0000GA" 150 0.44 1 5 "0000GA" 17.5 651 5137 38690 2492 1 0.180965 2.103651 0.4128934 0.6276361040815 0.759677477183018
"e37a44z1s05m0000GA" 150 0.44 1 5 "0000GA" 60 2221 25019 133805 8115 4 0.764388 3.757424 0.740644 0.445677951423585 0.759677477183018
"e37a44z1s05m0000GP" 150 0.44 1 5 "0000GP" 0.25 1569 1229.25 3827 4446 203 21.8572 219.4004 54.09155 0.259440037963528 0.704929566521336
"e37a44z1s05m0000GP" 150 0.44 1 5 "0000GP" 0.75 1776 619.5 4315 3960 107 9.640255 116.98114 27.24853 0.580441216034436 0.704929566521336
"e37a44z1s05m0000GP" 150 0.44 1 5 "0000GP" 1.5 3375 1109.25 8445 7444 142 11.552659 138.5942 28.88308 0.634437683119225 0.704929566521336
"e37a44z1s05m0000GP" 150 0.44 1 5 "0000GP" 3.5 6109 3507.66666666667 29977 16544 124 9.025765 123.31622 25.83334 0.712178086097121 0.704929566521336
"e37a44z1s05m0000GP" 150 0.44 1 5 "0000GP" 7.5 3571 5998.58333333333 51376 11618 24 1.6878885 27.87537 6.624744 0.713724073739633 0.704929566521336
"e37a44z1s05m0000GP" 150 0.44 1 5 "0000GP" 12.5 1685 5606.16666666667 45533 5437 14 1.781934 7.391132 1.81407 0.676829087017273 0.704929566521336
"e37a44z1s05m0000GP" 150 0.44 1 5 "0000GP" 17.5 1306 5079.5 38895 3872 2 0.441748 3.984348 0.9839417 0.638104144108672 0.704929566521336
"e37a44z1s05m0000GP" 150 0.44 1 5 "0000GP" 60 5224 24765.5 159109 15085 7 1.0731 8.248084 2.039674 0.535385246949722 0.704929566521336
"e37a44z1s05m0000GPSG" 150 0.44 1 5 "0000GPSG" 0.25 1612 1228.58333333333 4970 4601 192 19.28733 211.901 50.96555 0.337109136539375 0.751135315153708
"e37a44z1s05m0000GPSG" 150 0.44 1 5 "0000GPSG" 0.75 1788 615.333333333333 4662 4011 93 8.092545 111.65091 22.61325 0.63136511375948 0.751135315153708
"e37a44z1s05m0000GPSG" 150 0.44 1 5 "0000GPSG" 1.5 3418 1100.91666666667 8836 7144 150 11.946401 146.7337 22.28154 0.668836575580955 0.751135315153708
"e37a44z1s05m0000GPSG" 150 0.44 1 5 "0000GPSG" 3.5 5868 3525.41666666667 32071 15629 112 7.793631 126.84137 18.88279 0.758090060276563 0.751135315153708
"e37a44z1s05m0000GPSG" 150 0.44 1 5 "0000GPSG" 7.5 2831 6064.16666666667 55453 10807 28 1.7150098 21.00074 4.146344 0.762031056754157 0.751135315153708
"e37a44z1s05m0000GPSG" 150 0.44 1 5 "0000GPSG" 12.5 1048 5661.41666666667 48420 4210 4 0.497095 3.856682 0.8766481 0.712719136847373 0.751135315153708
"e37a44z1s05m0000GPSG" 150 0.44 1 5 "0000GPSG" 17.5 608 5140.58333333333 42153 2383 0 0 1.463918 0.343384 0.683336845688719 0.751135315153708
"e37a44z1s05m0000GPSG" 150 0.44 1 5 "0000GPSG" 60 2045 25031.9166666667 168577 7241 1 0.145448 2.45459 0.5838569 0.561206859243033 0.751135315153708
"e37a44z1s06m0000GA" 150 0.44 1 6 "0000GA" 0.25 978 1278.08333333333 5704 3007 131 16.874165 130.10343 25.85426 0.371911064745387 0.75510573072541
"e37a44z1s06m0000GA" 150 0.44 1 6 "0000GA" 0.75 1467 641.583333333333 5281 3640 120 13.548527 115.89863 20.74087 0.685933238082868 0.75510573072541
"e37a44z1s06m0000GA" 150 0.44 1 6 "0000GA" 1.5 2927 1146.83333333333 9687 6661 150 15.197784 142.8653 22.04695 0.703894782735068 0.75510573072541
"e37a44z1s06m0000GA" 150 0.44 1 6 "0000GA" 3.5 4928 3610.83333333333 33354 14169 105 9.400031 111.31378 17.79846 0.76976690514655 0.75510573072541
"e37a44z1s06m0000GA" 150 0.44 1 6 "0000GA" 7.5 2571 6084.33333333333 55201 9788 33 2.6070212 22.7284 4.148522 0.756053799375445 0.75510573072541
"e37a44z1s06m0000GA" 150 0.44 1 6 "0000GA" 12.5 977 5667.5 47748 3986 5 0.808332 4.654832 0.9021674 0.702073224525805 0.75510573072541
"e37a44z1s06m0000GA" 150 0.44 1 6 "0000GA" 17.5 600 5140.91666666667 39195 2431 3 0.540253 2.052249 0.4028899 0.635343891329367 0.75510573072541
"e37a44z1s06m0000GA" 150 0.44 1 6 "0000GA" 60 2276 25014.8333333333 135404 8078 2 0.37183 3.830664 0.7551134 0.45107902644431 0.75510573072541
"e37a44z1s06m0000GP" 150 0.44 1 6 "0000GP" 0.25 1687 1221.41666666667 3690 4600 196 20.25009 228.6272 56.45847 0.25175683973528 0.706692433193421
"e37a44z1s06m0000GP" 150 0.44 1 6 "0000GP" 0.75 1703 623.25 4395 3988 120 11.316553 117.69979 27.31237 0.587645407139992 0.706692433193421
"e37a44z1s06m0000GP" 150 0.44 1 6 "0000GP" 1.5 3394 1105.25 8431 7426 152 12.873005 137.3935 28.52897 0.635678202518284 0.706692433193421
"e37a44z1s06m0000GP" 150 0.44 1 6 "0000GP" 3.5 6075 3511.25 29813 16564 110 8.452264 121.25721 25.47226 0.707559036430521 0.706692433193421
"e37a44z1s06m0000GP" 150 0.44 1 6 "0000GP" 7.5 3300 6021.5 51969 11232 23 1.4195183 25.98558 6.178015 0.719214481441501 0.706692433193421
"e37a44z1s06m0000GP" 150 0.44 1 6 "0000GP" 12.5 1890 5588 44706 5736 9 1.143328 8.122158 1.995832 0.666696492483894 0.706692433193421
"e37a44z1s06m0000GP" 150 0.44 1 6 "0000GP" 17.5 1310 5080.16666666667 38783 4034 3 0.442921 4.261576 1.0523918 0.636183196089367 0.706692433193421
"e37a44z1s06m0000GP" 150 0.44 1 6 "0000GP" 60 5422 24744.1666666667 160917 15176 6 0.904142 8.640239 2.137032 0.541935809786818 0.706692433193421
"e37a44z1s06m0000GPSG" 150 0.44 1 6 "0000GPSG" 0.25 1637 1226.91666666667 4828 4546 222 22.324032 207.4135 49.77153 0.32792229844461 0.751927642090901
"e37a44z1s06m0000GPSG" 150 0.44 1 6 "0000GPSG" 0.75 1804 614.666666666667 4555 3943 110 9.970815 111.9995 22.51779 0.617543383947939 0.751927642090901
"e37a44z1s06m0000GPSG" 150 0.44 1 6 "0000GPSG" 1.5 3330 1113 8914 7069 132 10.408433 145.3665 22.08947 0.667415393830488 0.751927642090901
"e37a44z1s06m0000GPSG" 150 0.44 1 6 "0000GPSG" 3.5 5901 3523.33333333333 31726 15786 103 7.247388 129.4893 19.06752 0.750378429517502 0.751927642090901
"e37a44z1s06m0000GPSG" 150 0.44 1 6 "0000GPSG" 7.5 2847 6063.5 55906 10736 29 1.9367794 21.5052 4.221533 0.768340617355213 0.751927642090901
"e37a44z1s06m0000GPSG" 150 0.44 1 6 "0000GPSG" 12.5 1059 5660.91666666667 48610 4268 3 0.384765 3.875527 0.8799563 0.715579043441139 0.751927642090901
"e37a44z1s06m0000GPSG" 150 0.44 1 6 "0000GPSG" 17.5 591 5142 42240 2379 0 0 1.465056 0.343229 0.684558537534033 0.751927642090901
"e37a44z1s06m0000GPSG" 150 0.44 1 6 "0000GPSG" 60 1926 25041.3333333333 167703 7057 1 0.157337 2.390264 0.5684676 0.558087295671157 0.751927642090901
"e37a44z1s07m0000GA" 150 0.44 1 7 "0000GA" 0.25 911 1280.75 5702 3070 143 17.60244 133.2108 26.45818 0.371006571670245 0.761412184823692
"e37a44z1s07m0000GA" 150 0.44 1 7 "0000GA" 0.75 1600 636.25 5327 3671 123 13.881818 118.50314 21.20778 0.697707924034054 0.761412184823692
"e37a44z1s07m0000GA" 150 0.44 1 7 "0000GA" 1.5 2870 1149.83333333333 9750 6544 124 13.120721 136.2208 21.16324 0.706624148427308 0.761412184823692
"e37a44z1s07m0000GA" 150 0.44 1 7 "0000GA" 3.5 5042 3601.83333333333 33480 13988 81 7.259669 107.65018 17.23115 0.774605524964139 0.761412184823692
"e37a44z1s07m0000GA" 150 0.44 1 7 "0000GA" 7.5 2469 6095.08333333333 55876 9575 23 1.7497696 22.01072 4.031283 0.763949084644727 0.761412184823692
"e37a44z1s07m0000GA" 150 0.44 1 7 "0000GA" 12.5 1026 5662.75 46995 4003 3 0.489997 4.615164 0.8955151 0.691580945653613 0.761412184823692
"e37a44z1s07m0000GA" 150 0.44 1 7 "0000GA" 17.5 601 5140.5 38529 2336 1 0.179925 1.964321 0.3856719 0.624598774438284 0.761412184823692
"e37a44z1s07m0000GA" 150 0.44 1 7 "0000GA" 60 2361 25008.1666666667 135145 8110 3 0.546826 3.76979 0.743157 0.450336223500323 0.761412184823692
"e37a44z1s07m0000GP" 150 0.44 1 7 "0000GP" 0.25 1602 1227.75 3876 4512 220 22.87307 219.869 54.28922 0.263082875178171 0.69958490414623
"e37a44z1s07m0000GP" 150 0.44 1 7 "0000GP" 0.75 1737 618.333333333333 4350 4038 113 10.027627 118.04701 27.35175 0.586253369272237 0.69958490414623
"e37a44z1s07m0000GP" 150 0.44 1 7 "0000GP" 1.5 3379 1106.41666666667 8315 7431 131 11.077877 139.1621 28.88137 0.626270994953679 0.69958490414623
"e37a44z1s07m0000GP" 150 0.44 1 7 "0000GP" 3.5 6108 3510.41666666667 29795 16571 114 8.104837 122.67153 25.68484 0.707299703264095 0.69958490414623
"e37a44z1s07m0000GP" 150 0.44 1 7 "0000GP" 7.5 3516 6003.16666666667 51045 11585 25 1.6419545 28.05869 6.680188 0.708584358255365 0.69958490414623
"e37a44z1s07m0000GP" 150 0.44 1 7 "0000GP" 12.5 1765 5599.66666666667 45496 5565 7 0.910275 7.90137 1.940205 0.677064110958986 0.69958490414623
"e37a44z1s07m0000GP" 150 0.44 1 7 "0000GP" 17.5 1367 5074.41666666667 39189 4080 2 0.443789 4.308632 1.0634939 0.643571510682673 0.69958490414623
"e37a44z1s07m0000GP" 150 0.44 1 7 "0000GP" 60 5257 24761.3333333333 160851 14919 7 1.072822 8.145675 2.014891 0.541337973183997 0.69958490414623
"e37a44z1s07m0000GPSG" 150 0.44 1 7 "0000GPSG" 0.25 1665 1223.75 4858 4521 221 22.65069 204.6241 49.17651 0.330813755532857 0.750107704105617
"e37a44z1s07m0000GPSG" 150 0.44 1 7 "0000GPSG" 0.75 1759 617.166666666667 4715 3938 83 7.391228 108.85813 22.10073 0.636645962732919 0.750107704105617
"e37a44z1s07m0000GPSG" 150 0.44 1 7 "0000GPSG" 1.5 3365 1104.25 8741 7072 141 11.100131 145.8578 22.109 0.659648328428043 0.750107704105617
"e37a44z1s07m0000GPSG" 150 0.44 1 7 "0000GPSG" 3.5 5967 3521.83333333333 31864 15600 120 8.341401 128.34468 18.88962 0.753963371350149 0.750107704105617
"e37a44z1s07m0000GPSG" 150 0.44 1 7 "0000GPSG" 7.5 2922 6056.41666666667 55551 11085 14 0.8644438 22.01234 4.316795 0.764354610124248 0.750107704105617
"e37a44z1s07m0000GPSG" 150 0.44 1 7 "0000GPSG" 12.5 1067 5658.5 48803 4157 4 0.454622 3.669003 0.8334134 0.718726988895762 0.750107704105617
"e37a44z1s07m0000GPSG" 150 0.44 1 7 "0000GPSG" 17.5 602 5140.33333333333 42453 2425 2 0.285968 1.508182 0.3535253 0.688233577589002 0.750107704105617
"e37a44z1s07m0000GPSG" 150 0.44 1 7 "0000GPSG" 60 2053 25031.5 168007 7292 3 0.437991 2.532343 0.6022192 0.55931859190753 0.750107704105617
"e37a44z1s08m0000GA" 150 0.44 1 8 "0000GA" 0.25 934 1280.5 5650 2975 138 16.880967 130.94175 26.05363 0.367694910842119 0.762203056255179
"e37a44z1s08m0000GA" 150 0.44 1 8 "0000GA" 0.75 1569 634.916666666667 5321 3660 117 14.135492 117.66524 21.00377 0.698385614910093 0.762203056255179
"e37a44z1s08m0000GA" 150 0.44 1 8 "0000GA" 1.5 2788 1155.58333333333 9776 6509 151 15.812653 134.1569 20.91573 0.704983053291988 0.762203056255179
"e37a44z1s08m0000GA" 150 0.44 1 8 "0000GA" 3.5 4924 3613.25 33750 14045 109 10.141217 109.25423 17.51905 0.778385110357711 0.762203056255179
"e37a44z1s08m0000GA" 150 0.44 1 8 "0000GA" 7.5 2628 6080.83333333333 55710 9822 19 1.5708777 22.61212 4.136116 0.763464437440044 0.762203056255179
"e37a44z1s08m0000GA" 150 0.44 1 8 "0000GA" 12.5 1038 5662.66666666667 47054 4112 8 1.286744 4.788464 0.9278298 0.692459383093949 0.762203056255179
"e37a44z1s08m0000GA" 150 0.44 1 8 "0000GA" 17.5 642 5137.75 38896 2517 4 0.720417 2.170997 0.4265063 0.630885763871993 0.762203056255179
"e37a44z1s08m0000GA" 150 0.44 1 8 "0000GA" 60 2230 25017 135557 8035 7 1.501581 3.798446 0.7488136 0.451549612929874 0.762203056255179
"e37a44z1s08m0000GP" 150 0.44 1 8 "0000GP" 0.25 1543 1230.83333333333 3752 4458 208 21.7997 221.3382 54.61274 0.254028436018957 0.700463401166467
"e37a44z1s08m0000GP" 150 0.44 1 8 "0000GP" 0.75 1797 618.166666666667 4289 4066 107 10.061317 119.65837 27.89125 0.578188190887032 0.700463401166467
"e37a44z1s08m0000GP" 150 0.44 1 8 "0000GP" 1.5 3407 1111.66666666667 8440 7401 130 11.286736 138.4308 28.79284 0.632683658170915 0.700463401166467
"e37a44z1s08m0000GP" 150 0.44 1 8 "0000GP" 3.5 6111 3504.91666666667 29578 16466 109 7.755747 119.09843 25.01697 0.703250196153023 0.700463401166467
"e37a44z1s08m0000GP" 150 0.44 1 8 "0000GP" 7.5 3304 6020.58333333333 51393 11315 25 1.5233303 26.49328 6.303219 0.71135133638767 0.700463401166467
"e37a44z1s08m0000GP" 150 0.44 1 8 "0000GP" 12.5 1812 5593.16666666667 45121 5741 17 2.383727 8.051627 1.978468 0.672263774248339 0.700463401166467
"e37a44z1s08m0000GP" 150 0.44 1 8 "0000GP" 17.5 1340 5077.25 38195 4017 5 0.740785 4.166462 1.0291774 0.626897762896581 0.700463401166467
"e37a44z1s08m0000GP" 150 0.44 1 8 "0000GP" 60 5201 24761.1666666667 160324 14783 11 1.671396 8.126323 2.009979 0.539568006354036 0.700463401166467
"e37a44z1s08m0000GPSG" 150 0.44 1 8 "0000GPSG" 0.25 1663 1226.5 4815 4567 187 18.382113 208.4061 49.98768 0.327150428047289 0.752685188436608
"e37a44z1s08m0000GPSG" 150 0.44 1 8 "0000GPSG" 0.75 1825 614.25 4708 3999 104 9.388084 111.04452 22.62291 0.638719305385972 0.752685188436608
"e37a44z1s08m0000GPSG" 150 0.44 1 8 "0000GPSG" 1.5 3289 1113.33333333333 9017 7053 126 10.262018 142.3916 21.59757 0.674925149700599 0.752685188436608
"e37a44z1s08m0000GPSG" 150 0.44 1 8 "0000GPSG" 3.5 5976 3523.41666666667 31978 15640 119 8.151179 128.288 18.90996 0.756320806035808 0.752685188436608
"e37a44z1s08m0000GPSG" 150 0.44 1 8 "0000GPSG" 7.5 3009 6049.91666666667 55529 10960 25 1.4791878 21.90548 4.317233 0.764872794391107 0.752685188436608
"e37a44z1s08m0000GPSG" 150 0.44 1 8 "0000GPSG" 12.5 1052 5660.66666666667 48896 4172 3 0.394885 3.795216 0.8618691 0.719820986927335 0.752685188436608
"e37a44z1s08m0000GPSG" 150 0.44 1 8 "0000GPSG" 17.5 594 5142.91666666667 42253 2329 0 0 1.431543 0.3353544 0.684647168435551 0.752685188436608
"e37a44z1s08m0000GPSG" 150 0.44 1 8 "0000GPSG" 60 1899 25042.5833333333 169954 6878 1 0.147587 2.404382 0.5717391 0.565550013144278 0.752685188436608
"e37a44z1s09m0000GA" 150 0.44 1 9 "0000GA" 0.25 965 1278.41666666667 5860 3139 124 15.596204 134.7914 26.73016 0.381982921582687 0.76100245783256
"e37a44z1s09m0000GA" 150 0.44 1 9 "0000GA" 0.75 1592 632 5295 3673 104 12.424741 119.61223 21.38771 0.698180379746835 0.76100245783256
"e37a44z1s09m0000GA" 150 0.44 1 9 "0000GA" 1.5 3078 1130.33333333333 9434 6628 156 16.094995 141.6184 21.8701 0.695517546446476 0.76100245783256
"e37a44z1s09m0000GA" 150 0.44 1 9 "0000GA" 3.5 5030 3605.08333333333 33538 14104 95 8.850575 109.81897 17.50092 0.775247913825385 0.76100245783256
"e37a44z1s09m0000GA" 150 0.44 1 9 "0000GA" 7.5 2549 6087.25 55861 9617 21 1.6968602 22.0555 4.034011 0.764726819718811 0.76100245783256
"e37a44z1s09m0000GA" 150 0.44 1 9 "0000GA" 12.5 1003 5664 47809 4023 8 1.243991 4.754888 0.9222613 0.703404543314501 0.76100245783256
"e37a44z1s09m0000GA" 150 0.44 1 9 "0000GA" 17.5 664 5134.75 38909 2548 2 0.359704 2.190878 0.4300943 0.631465342356817 0.76100245783256
"e37a44z1s09m0000GA" 150 0.44 1 9 "0000GA" 60 2214 25021.25 134670 7903 1 0 3.685918 0.7266564 0.448518759054803 0.76100245783256
"e37a44z1s09m0000GP" 150 0.44 1 9 "0000GP" 0.25 1572 1228.41666666667 3842 4473 231 24.00236 222.5581 54.96489 0.260633606946611 0.710652633235143
"e37a44z1s09m0000GP" 150 0.44 1 9 "0000GP" 0.75 1767 619.5 4270 4008 116 10.227752 115.93356 26.96704 0.574387947269303 0.710652633235143
"e37a44z1s09m0000GP" 150 0.44 1 9 "0000GP" 1.5 3321 1116.25 8439 7406 135 11.126681 136.7027 28.33875 0.630011198208287 0.710652633235143
"e37a44z1s09m0000GP" 150 0.44 1 9 "0000GP" 3.5 6088 3508.41666666667 30157 16388 119 8.527141 120.10624 25.19232 0.716301275504145 0.710652633235143
"e37a44z1s09m0000GP" 150 0.44 1 9 "0000GP" 7.5 3447 6012 52111 11347 26 1.7279931 26.70517 6.352734 0.722319250388113 0.710652633235143
"e37a44z1s09m0000GP" 150 0.44 1 9 "0000GP" 12.5 1750 5599.66666666667 45327 5634 7 0.993994 7.744184 1.90228 0.674549080302399 0.710652633235143
"e37a44z1s09m0000GP" 150 0.44 1 9 "0000GP" 17.5 1350 5073.83333333333 38508 4122 4 0.588568 4.369905 1.0795075 0.632460664192097 0.710652633235143
"e37a44z1s09m0000GP" 150 0.44 1 9 "0000GP" 60 5330 24752.75 162012 15164 8 1.224242 8.550788 2.115101 0.545434345678763 0.710652633235143
"e37a44z1s09m0000GPSG" 150 0.44 1 9 "0000GPSG" 0.25 1614 1226.08333333333 4754 4547 217 21.88535 209.7871 50.27749 0.323115612043771 0.748212166568216
"e37a44z1s09m0000GPSG" 150 0.44 1 9 "0000GPSG" 0.75 1788 616 4693 3944 96 8.568934 109.00221 22.17586 0.634875541125541 0.748212166568216
"e37a44z1s09m0000GPSG" 150 0.44 1 9 "0000GPSG" 1.5 3337 1106.83333333333 8820 7083 123 9.948973 144.69 22.0861 0.66405661797922 0.748212166568216
"e37a44z1s09m0000GPSG" 150 0.44 1 9 "0000GPSG" 3.5 5997 3519.58333333333 32097 15749 138 9.603939 129.7715 19.17368 0.759962116727832 0.748212166568216
"e37a44z1s09m0000GPSG" 150 0.44 1 9 "0000GPSG" 7.5 2937 6054.58333333333 54983 10905 23 1.3824204 21.52373 4.247023 0.756768288486684 0.748212166568216
"e37a44z1s09m0000GPSG" 150 0.44 1 9 "0000GPSG" 12.5 1001 5665.83333333333 49723 4196 3 0.371409 3.593435 0.8163742 0.73132813649066 0.748212166568216
"e37a44z1s09m0000GPSG" 150 0.44 1 9 "0000GPSG" 17.5 614 5139.83333333333 41766 2405 1 0.144273 1.460743 0.3426823 0.677162035085444 0.748212166568216
"e37a44z1s09m0000GPSG" 150 0.44 1 9 "0000GPSG" 60 2005 25036.6666666667 167221 7089 1 0.153276 2.514908 0.5979273 0.556587005724937 0.748212166568216
"e37a44z1s10m0000GA" 150 0.44 1 10 "0000GA" 0.25 941 1278.08333333333 5652 3070 144 17.9655 134.7038 26.75892 0.368520571167764 0.757345162724638
"e37a44z1s10m0000GA" 150 0.44 1 10 "0000GA" 0.75 1557 636.583333333333 5217 3655 112 12.836634 118.42772 21.18883 0.682942793559366 0.757345162724638
"e37a44z1s10m0000GA" 150 0.44 1 10 "0000GA" 1.5 2945 1143.25 9374 6528 118 12.12924 135.207 20.97517 0.683285953786719 0.757345162724638
"e37a44z1s10m0000GA" 150 0.44 1 10 "0000GA" 3.5 4931 3611.83333333333 33656 14107 101 9.387838 109.8738 17.53291 0.776521618753172 0.757345162724638
"e37a44z1s10m0000GA" 150 0.44 1 10 "0000GA" 7.5 2514 6089.58333333333 55528 9583 23 2.422484 21.73584 3.985083 0.759876838864181 0.757345162724638
"e37a44z1s10m0000GA" 150 0.44 1 10 "0000GA" 12.5 932 5672.25 47543 3831 1 0.178738 4.3456 0.8425187 0.698473562813111 0.757345162724638
"e37a44z1s10m0000GA" 150 0.44 1 10 "0000GA" 17.5 659 5135.58333333333 38987 2390 1 0.179357 2.020617 0.3969937 0.632628555665536 0.757345162724638
"e37a44z1s10m0000GA" 150 0.44 1 10 "0000GA" 60 2281 25015.25 134923 8167 4 0.747405 3.848219 0.7587506 0.449469157147473 0.757345162724638
"e37a44z1s10m0000GP" 150 0.44 1 10 "0000GP" 0.25 1554 1233.83333333333 3902 4479 225 22.71383 222.1155 54.73886 0.263541807375388 0.699065014303249
"e37a44z1s10m0000GP" 150 0.44 1 10 "0000GP" 0.75 1736 621.25 4379 3964 108 10.512837 114.70818 26.59285 0.587391012743125 0.699065014303249
"e37a44z1s10m0000GP" 150 0.44 1 10 "0000GP" 1.5 3370 1112 8533 7501 138 11.317339 140.2107 29.06712 0.639463429256595 0.699065014303249
"e37a44z1s10m0000GP" 150 0.44 1 10 "0000GP" 3.5 6178 3498.5 29533 16463 119 8.28865 120.90893 25.41566 0.70346815301796 0.699065014303249
"e37a44z1s10m0000GP" 150 0.44 1 10 "0000GP" 7.5 3379 6014.25 51062 11410 31 2.2648412 26.88994 6.397373 0.707514098460601 0.699065014303249
"e37a44z1s10m0000GP" 150 0.44 1 10 "0000GP" 12.5 1879 5589.08333333333 44968 5755 11 1.471721 8.031702 1.97349 0.670473691273166 0.699065014303249
"e37a44z1s10m0000GP" 150 0.44 1 10 "0000GP" 17.5 1253 5083.08333333333 39087 3863 3 0.589549 3.950055 0.9749697 0.640802006656065 0.699065014303249
"e37a44z1s10m0000GP" 150 0.44 1 10 "0000GP" 60 5413 24744.0833333333 159793 15220 8 1.233325 8.566418 2.119101 0.538152218207046 0.699065014303249
"e37a44z1s10m0000GPSG" 150 0.44 1 10 "0000GPSG" 0.25 1615 1226.25 4943 4527 216 21.02025 205.8875 49.44392 0.335915732246007 0.747832482274177
"e37a44z1s10m0000GPSG" 150 0.44 1 10 "0000GPSG" 0.75 1783 617 4670 3979 94 8.750737 111.34863 22.5185 0.630740140464614 0.747832482274177
"e37a44z1s10m0000GPSG" 150 0.44 1 10 "0000GPSG" 1.5 3330 1107.91666666667 8860 7019 121 10.181126 144.5943 21.80888 0.666415945844302 0.747832482274177
"e37a44z1s10m0000GPSG" 150 0.44 1 10 "0000GPSG" 3.5 6059 3513.58333333333 31620 15725 117 8.184768 131.1596 19.26936 0.74994663567583 0.747832482274177
"e37a44z1s10m0000GPSG" 150 0.44 1 10 "0000GPSG" 7.5 2967 6051.16666666667 55296 10952 21 1.3235957 22.17845 4.346399 0.761506045666125 0.747832482274177
"e37a44z1s10m0000GPSG" 150 0.44 1 10 "0000GPSG" 12.5 983 5667.41666666667 48566 4210 6 0.795617 3.675938 0.8331424 0.71411136761311 0.747832482274177
"e37a44z1s10m0000GPSG" 150 0.44 1 10 "0000GPSG" 17.5 624 5138.25 42227 2355 0 0 1.42284 0.3334237 0.684847305340664 0.747832482274177
"e37a44z1s10m0000GPSG" 150 0.44 1 10 "0000GPSG" 60 1943 25041.6666666667 167464 7142 3 0.453464 2.493325 0.5929026 0.557284525790349 0.747832482274177
"e38a44z1s01m0000GA" 200 0.44 1 1 "0000GA" 0.25 963 1276.75 5918 3175 128 15.678202 139.2707 27.66314 0.386267214933751 0.764888532902084
"e38a44z1s01m0000GA" 200 0.44 1 1 "0000GA" 0.75 1631 630.5 5518 3899 118 14.103547 123.29942 22.23419 0.729315358181338 0.764888532902084
"e38a44z1s01m0000GA" 200 0.44 1 1 "0000GA" 1.5 3034 1135.66666666667 9940 6820 133 13.536912 137.9188 21.76414 0.72938068682125 0.764888532902084
"e38a44z1s01m0000GA" 200 0.44 1 1 "0000GA" 3.5 4784 3620 34199 13836 97 8.634618 103.13406 16.87377 0.787269797421731 0.764888532902084
"e38a44z1s01m0000GA" 200 0.44 1 1 "0000GA" 7.5 2310 6108.66666666667 55581 8840 22 1.9089087 19.88037 3.701582 0.758226017679799 0.764888532902084
"e38a44z1s01m0000GA" 200 0.44 1 1 "0000GA" 12.5 830 5679.75 46869 3598 7 1.053747 4.153746 0.8093349 0.687662309080505 0.764888532902084
"e38a44z1s01m0000GA" 200 0.44 1 1 "0000GA" 17.5 531 5146.75 38237 2090 2 0.361766 1.693695 0.3332412 0.619112384838328 0.764888532902084
"e38a44z1s01m0000GA" 200 0.44 1 1 "0000GA" 60 2281 25013.8333333333 131940 8068 7 1.337128 3.842754 0.7575954 0.439556778582518 0.764888532902084
"e38a44z1s01m0000GP" 200 0.44 1 1 "0000GP" 0.25 1688 1220 4000 4761 217 22.587353 239.875 59.17759 0.273224043715847 0.716906624927206
